Id,SalePrice
468,181058.11336356157
290,129457.02079230292
665,96313.59449374116
1463,257597.35247134676
1792,213720.37392389576
923,154519.20420543215
500,290094.5329185081
1408,176736.6420942246
331,90099.66805310678
170,143048.35356083524
2192,98848.4601502123
2571,294913.811362706
2314,161275.8469599595
2647,89378.72029933367
422,428513.10153194424
2457,354467.7426959319
1838,211137.01863876727
2805,267158.16075543617
1645,155507.2198386604
1711,308867.45075735054
2825,252935.87762804882
322,353401.4565541808
2103,281280.09147784614
342,118706.64140264137
600,125947.86330569303
488,181282.36099234936
1725,344587.22010611277
2246,300707.36010967224
2847,149421.52031601747
806,240781.31769110597
530,231324.52578118976
963,191920.23631841195
2678,85865.53753969603
171,79509.1761696756
2401,431519.61994287395
805,224486.02761824252
2259,259824.95912340388
1748,187451.79060788243
1361,130363.72322820598
1677,114652.09190103508
1406,176486.71365221005
2322,274476.36470881244
688,146886.7330012939
143,130562.07814980329
804,200477.40322056747
1214,149853.15270651598
2828,150052.29672223353
1999,186994.50713049952
2467,209671.49434282252
2665,170656.13294223545
1538,351387.3648182163
398,108178.43063758565
2822,152238.93722155155
2157,143407.5308533845
1856,193941.12051257933
1269,97366.2639961948
2570,104084.67104393126
2320,258012.19384493039
1517,136858.73518536473
2304,110027.19293515773
1312,91670.15123361467
2012,129844.82181198944
506,247782.99126473605
2865,206302.0749628857
2367,110275.53425252163
554,79882.76568371829
238,130897.7709197106
1954,109163.07165829153
2488,128124.19497902083
2291,80813.89889137578
1969,102098.16370753526
2725,152959.26979378232
1482,146244.77703827457
2763,203636.89233015454
503,252127.97312066008
1584,239048.13990068703
1531,140936.71238502688
2210,171299.88338760464
459,346642.9900383332
556,114113.15069622708
1347,140109.81595719676
1290,77808.05995517135
1388,77886.33911623775
1571,361041.8170657207
2754,217432.8712736885
765,116750.58823156175
2494,122771.07877213822
2870,232710.9369676633
7,229946.28759188272
1114,220414.02126193081
2418,278427.05308681075
291,116836.81355187134
18,345608.6400608637
39,369406.4176945803
1001,257486.55344821923
2442,223171.9594732478
616,109151.37019791371
2680,69029.26835407506
1414,119481.07687940764
289,141949.9280432365
40,283011.83379370696
860,121470.49937267203
409,129312.51625175662
673,144247.92381236103
2427,181064.02115720685
2036,221010.20989355468
2564,140400.30664911805
642,177304.4605375205
1008,169199.65717376507
1908,145311.5524879708
2519,213225.6912171776
1369,101735.05697025108
2855,153693.5902532662
712,107227.13504489746
1943,103530.80468380029
1958,119502.58865359389
107,188336.9381696174
2295,215092.5249807729
704,85347.6116644603
676,111442.52138037734
259,175519.26678501515
93,281350.81634491635
106,243494.24842857764
2315,177620.26681338923
1050,88754.74221767369
1095,199812.09974105665
2709,144655.8342233221
758,141817.60343985018
1496,158196.4218064211
2370,126597.82762933463
2458,294445.4339010782
2733,131628.32211736016
161,259813.73037456739
726,146232.09472749752
845,199671.50135556827
947,248664.40637827414
2232,111450.42731364557
2563,148065.24397915526
2299,143480.0990039787
211,83263.01545303834
605,155934.85221615783
1478,206226.02094691922
2247,288349.05806781293
2274,219287.41485804738
2869,199283.03214589614
967,219156.10889474978
2656,128683.99063214562
667,216082.66842051188
1042,124076.74693375827
2023,146086.226878002
2447,382511.9295602754
2055,122555.20293725087
2275,305017.17200716154
2204,164380.18634955853
1563,280081.9905337666
483,226911.7050872202
796,125225.69621401648
1526,154590.24591763265
2042,143533.10548840277
442,338978.61635179765
1693,331138.9129292927
1468,207418.2997014384
1430,190114.75684285935
2605,142633.60159628082
1529,195242.6199365807
335,146079.04620764105
1287,119787.70883299004
31,101216.0880849298
1785,299751.65772276407
82,168953.81637563952
2620,139783.46172935003
252,198487.21829705642
721,51258.310996828106
2165,196001.4632683138
2316,187515.044769281
775,132678.3888662436
1558,110691.29878442766
17,200914.84313567917
1022,229039.62195838048
925,124083.5288616383
438,290849.2855366472
1270,132914.65805513796
1272,106526.90388567708
215,125219.59210797983
266,230016.42605856445
2402,277148.7513440733
1250,122446.12962252878
1984,127743.0599905444
1279,124343.70513960622
377,251163.67045463636
1252,106826.11734408666
2156,254461.14181033714
499,328166.3414707602
1374,136621.44541823433
2898,233035.6196522555
401,108966.52824322719
2721,159232.29263875188
2078,270233.3534787886
2589,123306.55825656981
1946,247813.95776891458
1334,128604.34558530772
2781,233375.90906828636
431,398838.9338278636
576,219453.80429390815
1474,198454.1876236574
2254,160002.2803804899
2155,292362.5264282448
885,108344.96320401876
643,139654.18004148372
1944,125994.64185636137
480,199933.78778947765
2845,104088.68475425859
2387,324868.63651608065
2407,240319.6021608621
2527,176098.7741107496
2514,170068.8626608671
629,165168.48969544156
80,220666.21864509105
1876,126590.56622718484
1546,115676.09692573399
2518,154246.8494029191
2347,147551.27631243804
783,226448.03414161134
1322,58736.9979224487
194,94186.30168018406
1770,297015.6491344146
2143,130166.74211337253
1229,224642.46024407828
511,264449.74125342286
46,245126.6699121038
1348,161384.17129861555
2465,208084.23254369033
387,232961.92325955408
873,208636.7177141582
1918,108976.99858679275
2764,232694.55710540002
2184,126715.21227901653
934,149685.0626930628
1920,115925.64722086859
2631,135743.98788238293
1768,640452.6310561982
2040,109039.25122889646
1749,209623.78791653804
834,247705.43982102498
1457,234482.7396176124
79,124930.5267075659
2302,124248.21152444166
1817,149643.089103247
2755,244266.9364180065
359,164752.3993701568
2059,102123.41486807275
2092,223270.71149610335
2516,234354.08939350277
150,112701.61544038988
1656,141250.34617861614
83,93047.21564101202
2411,193427.36327914713
795,79639.72574922338
2312,221067.67215263922
2917,117667.06257116151
1624,167447.99416124055
2215,300464.46004537446
1211,146274.45316926093
1485,149967.40996975199
1024,186007.92581513326
570,188475.87823605377
2874,138806.94733541674
700,136766.98512290034
2756,230664.06114798062
2022,189263.47841272096
583,231003.30776166456
2392,366135.2914515771
2424,190284.99356890144
212,101141.03695980707
736,126281.90949715723
1610,161295.46061332317
890,125630.77464212214
467,185340.87962256494
578,204423.4931911743
1747,182896.97645264567
1149,156925.53689615388
2758,253439.53166719156
857,131904.06011205332
2219,270020.7828016648
733,104678.47905656787
2909,118529.46438854367
1798,262379.5173957615
235,138319.8184822966
2366,133452.00603588927
1027,124602.35607965525
1195,128695.11535428843
1303,82482.8304380251
148,190140.61728838237
608,161956.843274293
2515,207613.1785674045
821,275163.5315018926
2500,293007.3304374275
745,98908.24279544612
741,126163.23665810336
1611,116598.34471767911
2532,123892.98236003035
1081,210198.433195448
1692,422662.1179236318
2520,199950.1333319232
276,97899.42669343566
1992,123192.23468564471
663,78330.32445050702
418,130035.73310841552
1733,195637.71590621435
2359,145398.17593574227
253,192888.36405846494
1518,173091.09855193182
2035,147565.12279339088
2919,78417.50597331453
1540,239360.46475752967
2120,142168.8205935395
1674,176668.32665127295
256,141727.59989129213
2361,92443.45735825879
978,80739.78907418926
2280,146712.84030491344
2095,215524.1289476239
1709,311133.544078777
2801,241281.92142964018
1246,119749.17758717276
2373,114739.94512707961
1055,297883.80210040207
2017,120367.18867935504
1099,302694.7391748997
1344,92586.32643145518
835,221477.7235087967
1117,233505.5294053515
2043,95068.51438135373
2085,120234.5728465628
410,140975.76918564067
2650,121800.6159298508
2867,172119.40216528924
1668,101130.30521777882
1161,173538.4601723028
2122,171573.4150984463
2539,142191.08913185555
1047,148092.5401975242
1445,129301.70099231534
541,138785.74049023975
569,242534.31486144895
1276,138750.18268444078
918,156939.93054139768
326,173345.04508142904
1936,128650.59048900104
895,105170.87785868818
257,137043.12419100525
1241,176118.34275560148
1545,111524.1061189059
1189,170384.75065240255
270,140867.9135414427
2066,199877.6992984172
693,107983.24043713593
1259,132478.53677757806
2916,148381.73987046315
2321,324338.67123750475
1977,96674.60649779804
1895,137939.5781982213
1240,175966.82795867906
85,151241.80578319164
1823,113918.17463762788
825,294453.3426954527
110,223298.27165434344
697,125325.27812359971
2297,113950.773574065
1231,120941.36215098474
1355,102469.18135762209
968,330622.830879691
584,223574.96838370798
1315,119042.69138583106
1606,145766.24712009582
206,113362.47429874567
1685,352990.8779369583
2016,132491.02012985843
869,204866.73927785334
2135,114925.27376326642
2346,168827.41886141675
2430,223794.78172519692
2198,92142.97794478197
2652,124968.72514336494
27,107615.73311860528
241,176433.62221005873
906,109134.63085494701
1506,125469.33128918945
2098,358929.61769064807
1435,200821.4294293059
2213,166714.00870875758
1274,133228.68451572827
743,57830.7330986131
1737,202821.9063448964
2797,259091.3764175462
2185,59177.94311602748
58,169390.22470114205
830,197262.1851702745
808,103723.30767033824
680,141844.27239398268
1153,99472.91506753159
1291,125402.25784878527
1818,131054.11623676443
2161,203228.11653811487
1883,110848.31503744131
350,360626.7936990884
2473,164531.21301185928
295,169596.1480747051
293,214942.3451616385
859,137936.0446851499
288,60069.51386184813
1578,156502.69629752438
102,187760.42810555166
2831,172086.7689567643
1030,162510.75805767695
2551,139501.0858330911
1286,148425.44315379864
958,323261.87681128416
776,133094.89904666442
72,224711.9727972384
2263,276188.67411986936
1866,141408.43631571857
2876,72866.87438301693
2146,255968.17372423026
103,176718.57462074189
1500,137547.0033675164
492,191656.48952229504
167,127865.27308238164
2597,116429.77645726559
2685,111802.85639971406
1035,157549.24023724487
1220,85817.11150266985
2602,149298.5640694411
2159,207682.5859498788
695,126276.25115645697
1109,262404.6702093941
640,181507.37362932417
1652,148600.03667472777
2090,213190.68610029938
1188,198075.80505763192
2345,225176.25791158722
1059,398535.94179685024
2751,249391.44736232705
128,199187.69335145393
1523,179356.47120746988
2925,171488.3198086574
2145,294124.5229434252
1121,237115.4912359901
566,292965.83594713034
565,243860.31104340198
1331,123339.7290226664
2928,118262.43502941332
156,125966.1335105595
797,144409.5235293833
327,91528.1604618203
2859,145835.93466151197
1453,118775.52223719751
1762,351154.30485025025
1868,230661.68364441828
1760,183146.4341335402
1113,242936.75676393797
1812,177328.1025961162
117,146772.07761817626
1142,201017.4685709595
2342,392646.2493036791
927,137085.44939381868
2478,184814.57603004115
655,82647.15667716021
2064,130054.95062771483
369,255701.48857706995
2239,108657.27623121075
2732,206916.1895139528
1653,159104.3319410611
959,242103.9645378493
2395,340581.75882679503
1412,107500.98760238297
271,253417.31783843506
1484,148909.5109545626
1497,155113.27244932408
552,148688.92382072608
2,130490.40727692436
1855,295687.95802098495
4,274419.3126858478
2292,152420.48950563252
134,135815.3489375922
646,108235.87892559932
42,321884.9704646359
532,221380.86707125898
713,78087.4985177343
2561,122796.65933803022
2360,125007.31262962111
1333,112176.14840143114
1407,247393.2905587476
2892,285994.62298237573
574,212995.43564816896
1227,186204.48438949103
2591,212320.60503335067
1476,205493.34437408214
1125,272968.59014411573
1446,141539.8042632393
408,122158.75486490251
1101,291548.834144264
2251,185140.7108164816
373,184118.37268069494
2554,128702.15615015119
2382,275190.6316545932
1985,81593.49041442727
519,238700.06418386108
1093,192670.95768072695
864,250714.9084142344
2889,132166.17055086794
2308,186473.98198071666
986,163411.39368276723
1302,140041.51303787358
585,159731.15038499658
2708,150986.3534298941
147,119235.34420116605
1441,216364.83153808874
383,189375.79329408836
285,155785.29218934418
181,109783.58723709115
358,166919.24989740155
780,171113.98818354175
258,190777.23930446198
1865,212061.0135280488
692,105626.07397411548
2902,321881.8272868839
508,262050.1877221333
2638,145924.03218376965
36,141057.9018184005
611,159067.50362090959
2281,150926.21615415765
1678,127950.9364193823
1696,458724.1917122419
1557,77858.70473169176
2180,151176.07221203807
1726,252550.35143001284
951,150780.76694421144
267,226344.47501187373
2706,126674.19688347887
2221,243123.3572176019
1357,171967.48695744362
2901,308228.0553691466
347,162849.16771952584
2164,188136.51879378848
1586,306759.7793589105
360,156535.55157181682
1769,245458.8295774175
2617,173531.77872737538
1879,134223.69961108553
991,207736.99325003359
1535,115985.77693675728
1191,149300.008205407
1579,235978.5697444834
1882,150411.64537808008
1510,146149.37629064868
2196,194653.26976263506
1845,173071.69033807606
2336,416446.5681631433
942,79478.13981835118
861,131701.07644983038
2555,114043.82720118704
1392,152384.43365723896
2099,278656.62115329056
1543,135390.62233278406
948,280777.6091636179
1239,187159.54077621025
22,180339.37966215948
2796,230173.64582827364
2747,157668.28906856055
92,296162.2851628697
210,175194.4979113995
1858,216773.73342165072
2228,167272.7977851709
447,254256.5530793414
827,239050.8661494949
1649,211168.99047834813
682,121962.33648198942
2698,99113.43410235006
494,174107.10775152972
214,65900.31650312044
2441,247924.2052083384
2679,114081.6390491569
1336,131647.7444116418
465,188746.05822577563
1524,140399.62130377648
2543,104815.021273703
631,124354.85418611867
2452,302513.2324298264
228,167189.1721605093
126,156092.61551848013
1092,253909.6142583421
1122,215204.8102001362
932,212367.5540462841
1980,77701.39109389881
2171,122883.59363937294
551,156936.715061882
2768,166502.7038747056
2056,105034.64122541831
1159,388590.2326220833
2645,105746.83432737525
1174,161745.449774387
2266,210470.60363561223
2462,404597.52935441455
1219,141149.5349535969
2922,175556.65235816792
118,135760.74874441716
474,170989.8323240507
2576,147490.1974019802
872,266357.46612629795
1077,239062.33399652294
1536,155197.10601697894
1150,126589.23204676513
2341,313917.7327692489
1931,150686.78386035713
2785,126865.32738184555
2538,112579.2914908869
597,213697.8907773513
464,202458.65128391536
233,211737.2046225232
2169,128463.60118643574
2123,175251.1790801357
1867,170421.97225130652
137,252557.5113076142
515,242534.8487986323
933,128213.55013892615
2784,167075.89480333112
972,164400.47250529955
599,164636.24747360998
2614,129233.53341261913
2582,126229.36499859624
1409,179754.60289872266
175,96977.02433917424
352,231192.0369131993
976,115847.91201707747
2134,196875.10730844695
984,102391.70489963796
2396,350284.4457995122
1673,144350.8652420168
404,126799.8841477351
607,168671.1620604525
814,145750.89233223704
868,188042.1149119332
2271,179680.10220251224
1633,234618.09691836848
337,182139.71471228285
2765,185607.06111159257
1746,237220.05545858882
368,355174.16247812385
2806,198892.79920797693
1662,180170.51095628578
1234,211285.25771720588
1373,125549.78079024763
1672,105215.28764909608
1939,115288.5135327661
